UniqueID;CICLO;ANIO;SEMESTRE;EDAD;SEXO;PROVINCIA;TIPOCOLEGIO;COLEEXC;COLPRE;COLPRIV;EXADMISION;ESCALA;MODALIDAD;DISTRITO;PROVINCIA;DEPARTAMENTO;DISTANCIA;FILOSOFIA;ACTIVIDADES;LENGUAJE;REALIDADNACIONAL;METODOSDEESTUDIO;INTRODUCCIONINGENIERIA;GEOMETRIAANALITICA;MATEMATICADISCRETA;APROBADO
153;20101;2010;1;17;0;0;ESTATAL;0;0;0;0.8314;15;EXONERADO POR PRIMERA ALTERNATIVA;SANTIAGO DE SURCO;LIMA;LIMA;7.922;13;12;12;12;13;9;10;11;0
155;20101;2010;1;17;1;0;ESTATAL;0;0;0;0.7029;14;EXONERADO POR PRIMERA ALTERNATIVA;SANTIAGO DE SURCO;LIMA;LIMA;11.732;13;15;12;12;13;12;5;7;0
156;20101;2010;1;16;1;0;ESTATAL;1;0;0;0.5936;12;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;4.01;14;8;9;10;9;8;6;5;0
157;20101;2010;1;16;1;0;ESTATAL;0;0;0;0.7529;14;EXONERADO POR PRIMERA ALTERNATIVA;CARMEN DE LA LEGUA REYNOSO;CALLAO;CALLAO;16.268;12;0;6;12;7;7;4;7;0
158;20101;2010;1;17;0;0;PRIVADO;0;0;1;0.0743;15;EXONERADO POR PRIMERA ALTERNATIVA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;9.752;15;15;11;10;10;9;4;6;0
159;20101;2010;1;17;1;0;PRIVADO;0;0;1;0.7514;14;EXONERADO POR PRIMERA ALTERNATIVA;ATE;LIMA;LIMA;2.267;14;0;11;12;10;9;7;10;0
160;20101;2010;1;16;1;0;PRE-UNIVERSITARIO;0;1;1;0.59;15;EXONERADO POR PRIMERA ALTERNATIVA;COMAS;LIMA;LIMA;17.11;13;18;9;10;8;9;4;9;0
161;20101;2010;1;16;0;0;ESTATAL;0;0;0;0.8614;14;EXONERADO POR PRIMERA ALTERNATIVA;SAN BORJA;LIMA;LIMA;7.557;16;16;13;12;14;11;12;13;1
163;20101;2010;1;17;1;0;ESTATAL;0;0;0;0.6379;14;EXONERADO POR PRIMERA ALTERNATIVA;SANTIAGO DE SURCO;LIMA;LIMA;9.742;10;1;4;5;7;7;1;2;0
164;20101;2010;1;16;0;0;PRE-UNIVERSITARIO;0;1;1;0.6186;14;EXONERADO POR PRIMERA ALTERNATIVA;CALLAO;CALLAO;CALLAO;18.458;13;13;13;11;10;11;3;7;0
165;20101;2010;1;16;1;0;PRE-UNIVERSITARIO;0;1;1;0.8821;14;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;2.902;13;13;9;11;9;9;10;10;0
166;20101;2010;1;16;1;0;PRE-UNIVERSITARIO;1;1;1;0.7243;14;EXONERADO POR PRIMERA ALTERNATIVA;SAN LUIS;LIMA;LIMA;5.149;9;0;3;4;5;5;1;4;0
167;20101;2010;1;16;1;0;ESTATAL;0;0;0;0.0679;13;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;3.137;12;18;8;9;9;9;2;5;0
168;20101;2010;1;16;1;0;PRIVADO RELIGIOSO;0;0;1;0.7371;10;EXONERADO POR PRIMERA ALTERNATIVA;ATE;LIMA;LIMA;3.667;15;15;14;12;15;13;12;13;1
169;20101;2010;1;17;1;0;ESTATAL;0;0;0;0.7471;14;EXONERADO POR PRIMERA ALTERNATIVA;CHACLACAYO;LIMA;LIMA;20.682;15;14;15;11;13;11;7;9;0
170;20101;2010;1;16;1;0;PRIVADO;0;0;1;0.075;15;EXONERADO POR PRIMERA ALTERNATIVA;SAN MARTIN DE PORRES;LIMA;LIMA;19.703;3;0;12;14;6;10;0;1;0
171;20101;2010;1;17;1;0;ESTATAL;0;0;0;0.7007;15;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;0.647;15;13;14;11;16;12;5;10;0
172;20101;2010;1;16;1;0;ESTATAL;0;0;0;0.8629;15;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;13.498;13;17;11;12;12;9;7;11;0
173;20101;2010;1;16;1;0;ESTATAL;0;0;0;0.9021;14;EXONERADO POR PRIMERA ALTERNATIVA;SAN MARTIN DE PORRES;LIMA;LIMA;14.753;16;17;15;13;14;14;12;14;1
174;20101;2010;1;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.5993;13;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;10.135;7;0;6;9;5;4;1;1;0
175;20101;2010;1;16;1;0;ESTATAL;0;0;0;0.7993;15;EXONERADO POR PRIMERA ALTERNATIVA;BELLAVISTA;CALLAO;CALLAO;18.504;15;16;16;13;12;13;10;13;0
176;20101;2010;1;17;1;0;ESTATAL;1;0;0;0.5286;13;EXONERADO TERCIO SUPERIOR;SAN BORJA;LIMA;LIMA;5.214;15;16;14;15;14;14;13;15;1
177;20101;2010;1;16;0;0;ESTATAL;0;0;0;0.6386;14;EXONERADO TERCIO SUPERIOR;CHORRILLOS;LIMA;LIMA;16.715;16;15;14;14;12;12;11;15;1
191;20102;2010;2;17;0;1;ESTATAL;0;0;0;0.313;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;10.549;12;2;12;12;14;11;3;2;0
192;20102;2010;2;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.442;15;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;7.29;11;16;9;11;8;10;8;9;0
193;20102;2010;2;18;1;0;PRIVADO;0;0;1;0.223;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;13.948;1;10;2;3;2;6;0;0;0
194;20102;2010;2;23;1;0;PRIVADO;0;0;1;0.335;14;CONCURSO ORDINARIO DE ADMISION;SURQUILLO;LIMA;LIMA;9.86;2;0;7;4;4;4;0;0;0
195;20102;2010;2;17;1;0;PRIVADO RELIGIOSO;0;0;1;0.327;15;CONCURSO ORDINARIO DE ADMISION;PACHACAMAC;LIMA;LIMA;9.567;14;16;16;13;14;12;11;12;1
196;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.192;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;7.822;13;-1;9;8;8;11;0;0;0
197;20102;2010;2;24;0;0;ESTATAL;0;0;0;0.284;14;CONCURSO ORDINARIO DE ADMISION;BELLAVISTA;CALLAO;CALLAO;17.976;8;1;9;8;10;8;-1;1;0
198;20102;2010;2;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.281;10;CONCURSO ORDINARIO DE ADMISION;LLAMA;MARISCAL LUZURIAGA;ANCASH;11;12;12;11;11;11;11;4;1;0
199;20102;2010;2;18;1;0;PRIVADO;0;0;1;0.429;13;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;18.422;9;-1;4;11;3;3;5;3;0
200;20102;2010;2;21;1;0;ESTATAL;0;0;0;0.315;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;3.944;14;12;11;14;10;12;5;3;0
201;20102;2010;2;18;1;0;PRIVADO;1;0;1;0.347;15;CONCURSO ORDINARIO DE ADMISION;SURQUILLO;LIMA;LIMA;7.616;0;0;2;1;4;8;2;1;0
202;20102;2010;2;18;1;0;PRIVADO;0;0;1;0.26;14;CONCURSO ORDINARIO DE ADMISION;MAGDALENA DEL MAR;LIMA;LIMA;14.144;14;0;14;12;7;9;4;4;0
203;20102;2010;2;18;0;0;PRIVADO;0;0;1;0.373;13;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.337;15;18;15;11;12;13;14;9;0
205;20102;2010;2;19;1;0;ESTATAL;0;0;0;0.509;13;CONCURSO ORDINARIO DE ADMISION;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;10.612;16;16;16;13;12;14;16;14;1
206;20102;2010;2;19;1;1;ESTATAL;0;0;0;0.295;14;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;9.433;13;0;9;12;9;12;5;8;0
207;20102;2010;2;19;1;0;PRIVADO;0;0;1;0.27;14;CONCURSO ORDINARIO DE ADMISION;RIMAC;LIMA;LIMA;10.334;11;18;3;11;10;9;8;2;0
208;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.331;14;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;7.268;11;7;3;12;8;11;10;8;0
210;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.39;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;10.491;12;0;11;9;8;10;7;5;0
211;20102;2010;2;19;1;0;PRIVADO RELIGIOSO;0;0;1;0.241;13;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;11.039;13;0;14;13;10;12;9;2;0
212;20102;2010;2;17;1;0;PRE-UNIVERSITARIO;1;1;1;0.193;13;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;6.966;11;11;10;12;8;11;4;3;0
214;20102;2010;2;16;0;0;PRIVADO;0;0;1;0.177;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.989;12;12;7;11;8;11;1;1;0
216;20102;2010;2;18;0;0;PRE-UNIVERSITARIO;0;1;1;0.377;15;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;4.503;13;14;11;11;10;13;11;11;0
217;20102;2010;2;16;0;0;PRIVADO;0;0;1;0.284;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;14.464;15;13;7;13;12;11;8;6;0
218;20102;2010;2;18;1;0;PRE-UNIVERSITARIO;1;1;1;0.417;13;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;8.799;8;0;5;11;6;7;0;0;0
219;20102;2010;2;17;1;0;PRIVADO RELIGIOSO;0;0;1;0.254;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.721;0;6;1;3;1;0;0;0;0
220;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.261;14;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;4.1;10;9;7;12;5;10;2;1;0
221;20102;2010;2;18;1;0;PRIVADO;0;0;1;0.276;16;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;3.197;0;0;0;1;2;3;1;1;0
223;20102;2010;2;18;1;0;ESTATAL;0;0;0;0.264;14;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;5.886;11;13;5;10;9;10;5;5;0
225;20102;2010;2;20;1;0;PRIVADO RELIGIOSO;1;0;1;0.256;13;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;2.118;8;16;5;8;3;5;3;0;0
226;20102;2010;2;16;1;0;PRE-UNIVERSITARIO;0;1;1;0.444;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;16.285;12;14;3;12;2;13;11;11;0
227;20102;2010;2;18;0;0;PRIVADO;0;0;1;0.398;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;16.242;15;12;17;13;13;15;17;15;1
228;20102;2010;2;17;1;1;ESTATAL;0;0;0;0.251;15;CONCURSO ORDINARIO DE ADMISION;SAN VICENTE DE CAÑETE;CAÑETE;LIMA;11;12;9;14;12;12;13;1;3;0
229;20102;2010;2;16;1;0;PRE-UNIVERSITARIO;1;1;1;0.3;13;CONCURSO ORDINARIO DE ADMISION;MIRAFLORES;LIMA;LIMA;11.485;12;13;9;12;9;10;4;3;0
230;20102;2010;2;17;1;0;PRIVADO RELIGIOSO;1;0;1;0.245;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;15.323;10;0;14;12;11;11;3;2;0
231;20102;2010;2;19;1;0;ESTATAL;0;0;0;0.406;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;12.289;12;15;11;12;10;12;7;8;0
232;20102;2010;2;25;1;0;ESTATAL;0;0;0;0.163;14;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.164;9;12;12;12;10;11;2;1;0
233;20102;2010;2;17;1;1;PRIVADO;0;0;1;0.374;15;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;8.425;11;9;9;8;3;9;3;3;0
234;20102;2010;2;17;1;0;ESTATAL;0;0;0;0.4;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.357;12;14;16;14;13;14;12;11;1
235;20102;2010;2;17;1;0;ESTATAL;0;0;0;0.413;15;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;6.115;14;15;16;13;12;11;15;10;0
236;20102;2010;2;16;1;0;PRIVADO;0;0;1;0.278;13;CONCURSO ORDINARIO DE ADMISION;COMAS;LIMA;LIMA;17.134;8;0;6;7;5;2;1;3;0
237;20102;2010;2;17;1;0;ESTATAL MILITAR;0;0;0;0.318;15;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;9.124;13;11;13;12;11;12;9;8;0
238;20102;2010;2;17;1;0;PRIVADO RELIGIOSO;1;0;1;0.353;14;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;1.647;13;13;16;12;14;13;11;12;1
239;20102;2010;2;17;1;0;ESTATAL;1;0;0;0.165;15;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;7.269;9;0;12;11;11;9;1;2;0
240;20102;2010;2;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.442;15;CONCURSO ORDINARIO DE ADMISION;SAN BORJA;LIMA;LIMA;6.401;14;14;9;12;8;6;7;7;0
241;20102;2010;2;19;1;0;PRE-UNIVERSITARIO;0;1;1;0.555;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;11.179;12;14;12;11;14;9;4;6;0
242;20102;2010;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.423;14;CONCURSO ORDINARIO DE ADMISION;CHORRILLOS;LIMA;LIMA;14.781;10;10;12;11;11;8;9;7;0
243;20102;2010;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.416;15;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;18.673;11;13;14;12;13;13;19;17;1
244;20102;2010;2;17;1;0;PRIVADO RELIGIOSO;0;0;1;0.322;15;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;8.409;11;0;1;11;4;9;6;6;0
246;20102;2010;2;19;1;0;PRE-UNIVERSITARIO;0;1;1;0.312;16;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;0.98;2;0;0;1;4;1;0;0;0
247;20102;2010;2;23;1;0;PRIVADO;0;0;1;0.394;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.978;13;12;12;13;16;15;16;13;1
248;20102;2010;2;23;0;0;ESTATAL;0;0;0;0.292;16;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.621;14;11;18;14;14;12;-1;4;0
249;20102;2010;2;18;1;1;PRIVADO RELIGIOSO;0;0;1;0.384;14;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;5.31;4;0;8;4;5;7;2;4;0
250;20102;2010;2;18;0;0;ESTATAL;0;0;0;0.208;13;CONCURSO ORDINARIO DE ADMISION;COMAS;LIMA;LIMA;19.93;12;17;9;11;11;12;5;2;0
251;20102;2010;2;18;1;0;ESTATAL MILITAR;0;0;0;0.268;14;CONCURSO ORDINARIO DE ADMISION;CHORRILLOS;LIMA;LIMA;14.361;11;12;11;12;12;11;10;9;0
253;20102;2010;2;18;1;1;PRE-UNIVERSITARIO;0;1;1;0.321;13;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;1.597;11;4;12;12;10;12;5;6;0
254;20102;2010;2;20;1;0;PRIVADO RELIGIOSO;0;0;1;0.252;15;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;15.342;10;13;5;10;11;8;6;4;0
255;20102;2010;2;18;1;0;ESTATAL;0;0;0;0.223;14;CONCURSO ORDINARIO DE ADMISION;SAN LUIS;LIMA;LIMA;4.922;9;16;1;7;4;10;2;1;0
256;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.376;12;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;11.7;11;12;11;11;13;13;12;13;1
257;20102;2010;2;17;1;0;ESTATAL;0;0;0;0.37;15;CONCURSO ORDINARIO DE ADMISION;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;16.276;9;12;9;11;8;8;2;1;0
258;20102;2010;2;17;1;0;ESTATAL;0;0;0;0.4751;15;EXONERADO CENTRO PREUNIVERSITARIO;CALLAO;CALLAO;CALLAO;20.214;14;15;17;13;13;14;13;11;1
259;20102;2010;2;17;0;0;PRE-UNIVERSITARIO;0;1;1;0.4802;15;EXONERADO CENTRO PREUNIVERSITARIO;LOS OLIVOS;LIMA;LIMA;17.668;11;0;11;11;12;12;7;5;0
261;20102;2010;2;17;1;0;PRIVADO;0;0;1;0.3504;14;EXONERADO CENTRO PREUNIVERSITARIO;SAN MARTIN DE PORRES;LIMA;LIMA;14.099;10;14;10;11;11;14;6;3;0
263;20102;2010;2;17;0;0;PRIVADO;0;0;1;0.232857143;14;EXONERADO TERCIO SUPERIOR;COMAS;LIMA;LIMA;17.672;11;16;11;11;7;10;3;5;0
270;20111;2011;1;16;1;0;PRIVADO RELIGIOSO;0;0;1;0.275;14;CONCURSO ORDINARIO DE ADMISION;BREÑA;LIMA;LIMA;11.824;12;16;14;12;11;11;8;8;0
271;20111;2011;1;18;1;0;PRE-UNIVERSITARIO;1;1;1;0.373;15;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;0.238;0;0;2;0;0;1;3;0;0
272;20111;2011;1;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.19;14;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;6.804;13;14;10;11;11;11;4;6;0
273;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.304;15;CONCURSO ORDINARIO DE ADMISION;BREÑA;LIMA;LIMA;17.322;13;20;11;12;9;11;5;9;0
274;20111;2011;1;17;1;0;ESTATAL MILITAR;0;0;0;0.326;15;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;18.829;14;16;17;14;13;12;9;12;0
275;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.247;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;8;15;11;9;8;13;4;4;0
276;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.215;15;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;14;9;10;11;8;11;3;5;0
277;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.334;15;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;7.349;14;14;15;12;10;13;4;5;0
278;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.157;13;CONCURSO ORDINARIO DE ADMISION;COMAS;LIMA;LIMA;18.933;13;8;12;11;8;12;8;8;0
279;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.28;15;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;19.815;16;16;14;13;13;12;17;15;1
280;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.299;14;CONCURSO ORDINARIO DE ADMISION;SAN MIGUEL;LIMA;LIMA;15.395;16;16;15;14;13;11;11;11;1
281;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.091;14;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;17.57;7;0;4;1;1;3;0;0;0
282;20111;2011;1;20;1;1;PRIVADO;0;0;1;0.229;15;CONCURSO ORDINARIO DE ADMISION;SAN MIGUEL;LIMA;LIMA;14.727;9;12;8;12;9;12;12;4;0
283;20111;2011;1;18;0;0;ESTATAL;0;0;0;0.5;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;9.358;16;16;16;16;15;14;16;16;1
285;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.119;13;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;7;0;2;7;5;5;3;5;0
286;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.188;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;9.745;14;13;8;11;8;11;6;6;0
287;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.246;12;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;4.077;12;11;10;10;10;11;3;7;0
288;20111;2011;1;16;0;0;PRE-UNIVERSITARIO;0;1;1;0.224;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;9.415;16;15;15;15;15;12;13;14;1
289;20111;2011;1;15;1;0;PRE-UNIVERSITARIO;0;1;1;0.314;15;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;8;0;9;8;6;8;0;1;0
290;20111;2011;1;17;1;0;ESTATAL;0;0;0;0.085;12;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;0.815;12;14;4;9;5;8;0;1;0
291;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.183;15;CONCURSO ORDINARIO DE ADMISION;LURIN;LIMA;LIMA;21.562;12;13;12;8;7;10;4;8;0
292;20111;2011;1;16;1;0;PRIVADO RELIGIOSO;0;0;1;0.25;15;CONCURSO ORDINARIO DE ADMISION;BREÑA;LIMA;LIMA;12.226;8;13;6;5;2;7;1;3;0
293;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.256;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;12;5;11;11;8;11;1;3;0
294;20111;2011;1;18;0;0;ESTATAL RELIGIOSO;0;0;0;0.548;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.805;16;17;17;15;16;17;20;19;1
295;20111;2011;1;16;1;1;PRIVADO RELIGIOSO;0;0;1;0.125;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;14.323;9;0;3;3;0;2;1;2;0
297;20111;2011;1;19;0;0;ESTATAL;0;0;0;0.451;13;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;9.801;15;16;15;14;13;13;13;16;1
298;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.153;13;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;16.242;12;14;8;12;6;11;1;4;0
299;20111;2011;1;20;1;0;PRIVADO RELIGIOSO;0;0;1;0.422;13;CONCURSO ORDINARIO DE ADMISION;LURIGANCHO (CHOSICA);LIMA;LIMA;10.426;9;20;14;14;12;15;10;11;0
300;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.633;14;CONCURSO ORDINARIO DE ADMISION;VENTANILLA;CALLAO;CALLAO;30.605;13;13;11;11;11;11;2;3;0
301;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.182;14;CONCURSO ORDINARIO DE ADMISION;CHICLAYO;CHICLAYO;LAMBAYEQUE;11;9;11;6;8;4;7;2;3;0
303;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.267;14;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;16.902;13;0;3;11;6;11;8;11;0
304;20111;2011;1;16;1;1;PRIVADO RELIGIOSO;0;0;1;0.09;13;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;15.481;11;10;9;11;8;12;6;11;0
305;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.418;13;CONCURSO ORDINARIO DE ADMISION;SANTIAGO DE SURCO;LIMA;LIMA;8.483;15;11;11;13;13;15;17;15;1
306;20111;2011;1;19;0;1;ESTATAL MILITAR;0;0;0;0.221;15;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;20.284;12;13;10;9;7;11;7;5;0
307;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.145;14;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;1;0;0;1;5;1;2;0;0;0
308;20111;2011;1;17;1;0;PRIVADO RELIGIOSO;1;0;1;0.302;15;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;12.623;11;0;7;11;6;7;2;3;0
309;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.269;15;CONCURSO ORDINARIO DE ADMISION;SAN ISIDRO;LIMA;LIMA;9.917;16;13;16;15;14;16;16;15;1
310;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.142;15;CONCURSO ORDINARIO DE ADMISION;VILLA EL SALVADOR;LIMA;LIMA;16.049;11;20;5;3;3;8;0;2;0
311;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.189;15;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;0.548;13;14;12;13;11;13;4;9;0
312;20111;2011;1;19;1;0;PRIVADO;0;0;1;0.28;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;8;0;5;8;2;3;3;3;0
314;20111;2011;1;18;1;1;PRIVADO RELIGIOSO;0;0;1;0.209;14;CONCURSO ORDINARIO DE ADMISION;RICARDO PALMA;HUAROCHIRI;LIMA;11;12;12;10;12;8;13;5;9;0
315;20111;2011;1;19;1;0;ESTATAL;0;0;0;0.318;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;18.376;16;16;12;13;13;14;12;15;1
317;20111;2011;1;17;1;0;ESTATAL;0;0;0;0.417;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;2.518;14;11;13;13;11;14;10;9;0
318;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.291;14;CONCURSO ORDINARIO DE ADMISION;SURQUILLO;LIMA;LIMA;9.847;12;13;15;13;14;12;14;12;1
319;20111;2011;1;23;1;0;PRIVADO;0;0;1;0.24;14;CONCURSO ORDINARIO DE ADMISION;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;15.176;13;0;8;12;12;13;0;7;0
320;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.201;15;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;18.42;8;11;6;5;3;8;3;5;0
321;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.373;12;CONCURSO ORDINARIO DE ADMISION;SANTIAGO DE SURCO;LIMA;LIMA;8.982;16;17;16;16;16;15;18;19;1
322;20111;2011;1;19;1;0;PRIVADO;0;0;1;0.196;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;12.791;12;7;9;5;6;6;3;3;0
324;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.206;13;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;14.473;12;13;8;11;4;10;1;2;0
